SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
384399,60494,08/22/02,Y,09/04/02,2001,759.12,18.98,0,0
243299,60497,08/31/01,Y,12/27/01,2000,1419.21,88.7,0,0
1528068,60502,11/09/00,N,05/11/01,1999,,,250,0
1158651,60508,08/07/01,Y,08/30/01,2000,897.21,11.22,0,0
628662,60510,08/07/01,Y,07/31/03,2000,1324.46,397.34,0,0
628662,60510,08/29/02,Y,07/31/03,2001,1511.97,226.8,0,0
1037838,60512,08/28/01,Y,02/21/02,2000,379.48,33.2,0,0
498203,60513,08/28/01,Y,12/31/01,2000,468.31,29.27,0,0
101885,60515,08/01/01,Y,10/29/01,2000,1714.94,64.31,0,0
260215,60518,08/30/01,Y,11/29/01,2000,416.36,20.82,0,0
29297,60524,08/07/01,Y,08/26/02,2000,793.34,128.92,0,0
29297,60524,08/06/02,Y,08/26/02,2001,893.74,11.17,0,0
443344,60525,08/28/01,Y,05/20/02,2000,810.06,101.26,0,0
102261,60526,11/09/00,N,11/28/00,1999,,,400,0
1425935,60530,08/27/01,Y,07/25/02,2000,739.83,110.97,0,0
1492292,60532,11/09/00,N,11/14/00,1999,,,400,0
1436554,60536,08/20/01,Y,09/28/01,2000,1498.2,37.46,0,0
173223,60538,08/23/01,Y,01/09/02,2000,943.25,70.74,0,0
1069420,60539,11/09/00,N,01/12/01,1999,,,350,0
556807,60542,08/01/01,Y,12/02/04,2000,428.53,219.62,0,0
556807,60542,08/05/02,Y,12/02/04,2001,819.65,297.12,0,0
556807,60542,08/04/03,Y,12/02/04,2002,815.92,173.38,0,0
556807,60542,08/11/04,Y,12/02/04,2003,744.23,46.51,0,350
1587303,60543,11/09/00,N,,1999,30,,0,0
1587303,60543,10/09/01,Y,,2000,26.32,,0,0
703184,60544,08/21/01,Y,11/30/01,2000,196.25,9.81,0,0
703664,60545,10/01/01,Y,11/30/01,2000,199.92,5,0,0
728861,60548,08/14/01,Y,01/25/02,2000,933.06,69.98,0,0
516970,60551,08/29/01,Y,09/30/02,2000,953.26,166.82,0,0
516970,60551,08/28/02,Y,09/30/02,2001,1241.92,31.05,0,0
43451,60553,11/09/00,N,01/04/02,1999,,,400,0
97004,60560,08/31/01,Y,08/30/02,2000,1117.2,181.55,0,0
97004,60560,08/01/02,Y,08/30/02,2001,1301.36,16.27,0,0
1224131,60563,11/09/00,N,,1999,25.67,,0,0
1224131,60563,08/13/01,Y,,2000,16.37,,0,0
1224131,60563,08/30/02,Y,,2001,17.6,,0,0
1224131,60563,08/01/03,Y,,2002,17.47,,0,0
1224131,60563,08/11/04,Y,,2003,17.18,,0,0
1224131,60563,08/04/05,Y,,2004,16.49,,0,0
1224131,60563,08/30/06,Y,,2005,16.12,,0,0
1224131,60563,08/07/07,Y,,2006,16.58,,0,0
1224131,60563,08/27/08,Y,,2007,16.3,,0,0
1224131,60563,08/31/09,Y,,2008,16.24,,0,0
1224131,60563,08/26/10,Y,,2009,16.36,,0,0
1224131,60563,10/24/11,Y,,2010,26.62,,0,0
1224131,60563,08/06/12,Y,,2011,16.46,,0,0
1224131,60563,10/30/13,Y,,2012,26.94,,0,0
1029304,60565,08/07/01,Y,03/04/04,2000,1153.27,461.31,0,0
1029304,60565,08/07/02,Y,03/04/04,2001,1402.14,350.54,0,0
1029304,60565,08/13/03,Y,03/04/04,2002,1401.5,140.15,0,350
166529,60566,08/07/01,Y,12/31/03,2000,379.48,137.56,0,0
166529,60566,08/07/02,Y,12/31/03,2001,470.67,100.02,0,0
166529,60566,08/13/03,Y,12/31/03,2002,470.45,29.4,0,350
455598,60571,08/20/01,Y,06/25/02,2000,2390.48,328.69,0,0
9547,60574,08/23/01,Y,05/15/13,2000,18.88,33.51,0,0
9547,60574,08/26/02,Y,05/15/13,2001,18.62,30.26,0,0
84310,60578,08/06/01,Y,02/28/02,2000,830.36,72.66,0,0
1354531,60579,08/30/01,Y,03/06/02,2000,1209.95,121,0,0
247421,60584,10/01/01,Y,07/15/02,2000,33.16,4.15,0,0
210404,60587,08/14/01,Y,07/23/02,2000,1121.12,168.17,0,0
642665,60589,08/27/01,Y,05/20/02,2000,1256,157,0,0
9555,60592,08/09/01,Y,03/31/11,2000,18.88,27.38,0,0
9555,60592,08/13/02,Y,03/31/11,2001,18.62,24.21,0,0
9555,60592,08/01/03,Y,03/31/11,2002,18.61,21.4,0,0
287814,60596,08/24/01,Y,12/17/02,2000,1315.48,279.54,0,0
287814,60596,10/02/02,Y,12/17/02,2001,1408.45,52.82,0,0
289418,60599,09/25/01,Y,06/11/02,2000,695.99,87,0,0
767590,60600,08/22/01,Y,10/22/01,2000,1076.48,40.37,0,0
387517,60602,08/28/01,Y,11/27/01,2000,808.61,40.43,0,0
34274,60603,08/17/01,Y,07/29/03,2000,1104.24,331.27,0,0
34274,60603,08/20/02,Y,07/29/03,2001,1531.95,229.79,0,0
1587302,60604,08/01/01,Y,09/10/03,2000,10.97,3.57,0,0
1587302,60604,08/09/02,Y,09/10/03,2001,10.89,1.91,0,0
1587302,60604,08/28/03,Y,09/10/03,2002,10.89,0.27,0,0
1054350,60605,08/22/01,Y,11/05/02,2000,710.98,142.2,0,0
1054350,60605,08/07/02,Y,11/05/02,2001,735.79,36.79,0,0
1054651,60606,08/22/01,Y,11/05/02,2000,717.47,143.49,0,0
1054651,60606,08/07/02,Y,11/05/02,2001,741.24,37.06,0,0
550698,60607,08/30/01,Y,07/29/02,2000,1312.55,196.88,0,0
230154,60608,11/09/00,N,,1999,20.28,,0,0
230154,60608,08/31/01,Y,,2000,11.17,,0,0
230154,60608,08/01/02,Y,,2001,11.14,,0,0
230154,60608,08/26/03,Y,,2002,11.13,,0,0
230154,60608,08/09/04,Y,,2003,11.14,,0,0
230154,60608,08/24/05,Y,,2004,11.15,,0,0
230154,60608,08/08/06,Y,,2005,11.14,,0,0
230154,60608,09/24/07,Y,,2006,11.22,,0,0
230154,60608,09/17/08,Y,,2007,11.2,,0,0
230154,60608,08/11/09,Y,,2008,11.12,,0,0
230154,60608,11/10/10,Y,,2009,21.3,,0,0
230154,60608,08/17/11,Y,,2010,11.17,,0,0
293962,60609,08/31/01,Y,09/21/05,2000,15.75,9.84,0,0
293962,60609,08/01/02,Y,09/21/05,2001,15.57,7.4,0,0
293962,60609,08/26/03,Y,09/21/05,2002,15.6,5.07,0,0
293962,60609,08/09/04,Y,09/21/05,2003,15.67,2.74,0,0
293962,60609,08/24/05,Y,09/21/05,2004,15.66,0.39,0,350
189901,60611,08/14/01,Y,09/16/02,2000,396.97,69.47,0,0
189901,60611,08/08/02,Y,09/16/02,2001,373.28,9.33,0,0
503614,60614,08/01/01,Y,08/30/02,2000,1401.09,227.68,0,0
473766,60620,11/09/00,N,10/05/01,1999,,,450,0
473766,60620,08/31/01,Y,10/05/01,2000,12169.04,456.34,0,0
263834,60624,08/29/01,Y,10/15/01,2000,603.64,22.64,0,0
170615,60625,08/29/01,Y,05/31/02,2000,140.09,17.51,0,0
588032,60627,08/30/01,Y,06/03/04,2000,1395.04,610.33,0,0
588032,60627,09/04/02,Y,06/03/04,2001,1633.82,449.3,0,0
588032,60627,08/11/03,Y,06/03/04,2002,1626.89,223.7,0,0
487872,60635,08/30/01,Y,06/17/05,2000,11.1,6.52,0,0
487872,60635,08/16/02,Y,06/17/05,2001,11.13,4.87,0,0
487872,60635,08/28/03,Y,06/17/05,2002,11.12,3.2,0,0
487872,60635,08/12/04,Y,06/17/05,2003,11.1,1.53,0,0
755958,60637,08/27/01,Y,07/31/03,2000,1246.61,373.98,0,0
755958,60637,08/22/02,Y,07/31/03,2001,1407.64,211.15,0,0
275026,60642,08/31/01,Y,02/20/02,2000,1060.86,92.83,0,0
1284991,60643,10/09/01,Y,03/12/02,2000,1671.55,125.37,0,0
277185,60650,10/30/01,Y,08/29/03,2000,295.4,84.93,0,0
277185,60650,08/22/02,Y,08/29/03,2001,382.18,62.1,0,0
277185,60650,08/26/03,Y,08/29/03,2002,381.97,4.77,0,0
1452959,60651,10/30/01,Y,03/29/02,2000,1151.4,86.36,0,0
726869,60655,08/24/01,Y,03/26/02,2000,1073.71,107.37,0,0
22489,60657,10/19/01,Y,10/31/03,2000,1483.38,463.56,0,0
1236466,60659,09/19/01,Y,01/17/03,2000,2498.16,530.86,0,0
1236466,60659,08/13/02,Y,01/17/03,2001,2092.4,156.93,0,0
162680,60664,08/03/01,Y,08/24/01,2000,244.23,3.05,0,0
757551,60665,08/28/01,Y,06/04/04,2000,16.91,7.4,0,0
757551,60665,08/22/02,Y,06/04/04,2001,16.43,4.72,0,0
757551,60665,08/12/03,Y,06/04/04,2002,16.29,2.24,0,0
479756,60669,08/23/01,Y,11/26/01,2000,3250.63,162.53,0,0
397610,60670,08/22/01,Y,08/29/01,2000,925.34,11.57,0,0
626147,60671,08/27/01,Y,08/29/01,2000,44.82,0.56,0,0
1426958,60672,11/09/00,N,09/09/02,1999,,,700,0
106046,60682,08/16/01,Y,11/08/04,2000,4300.18,2150.09,0,0
106046,60682,08/09/02,Y,11/08/04,2001,4483.26,1569.14,0,0
106046,60682,08/12/03,Y,11/08/04,2002,4481.2,896.24,0,0
106046,60682,08/24/04,Y,11/08/04,2003,4650.97,232.55,0,0
306576,60686,10/01/01,Y,07/23/03,2000,52.07,14.32,0,0
306576,60686,08/22/02,Y,07/23/03,2001,63.39,9.51,0,0
1547488,60689,08/01/01,Y,11/15/04,2000,13.51,6.76,0,0
1547488,60689,08/09/02,Y,11/15/04,2001,11.73,4.11,0,0
1547488,60689,08/28/03,Y,11/15/04,2002,11.73,2.35,0,0
14249,60696,08/15/01,Y,11/13/01,2000,972.86,48.64,0,0
262951,60697,09/24/01,Y,04/21/03,2000,317.53,79.38,0,0
262951,60697,08/08/02,Y,04/21/03,2001,390.44,43.92,0,0
1455184,60698,09/24/01,Y,01/30/02,2000,1846.04,115.38,0,0
150819,60700,08/06/01,Y,05/29/02,2000,91.49,11.44,0,0
210064,60701,08/29/01,Y,03/13/06,2000,373.06,261.14,0,0
210064,60701,08/07/02,Y,03/13/06,2001,351.63,193.4,0,0
210064,60701,08/01/03,Y,03/13/06,2002,351.48,140.59,0,0
210064,60701,08/05/04,Y,03/13/06,2003,195.26,48.82,0,0
210064,60701,08/09/05,Y,03/13/06,2004,195.46,19.55,0,350
210234,60702,08/29/01,Y,08/28/03,2000,4278.08,1336.9,0,0
210234,60702,08/28/02,Y,08/28/03,2001,4376.58,711.19,0,0
210234,60702,08/06/03,Y,08/28/03,2002,4374.56,54.68,0,0
374806,60705,11/09/00,N,08/31/01,1999,,,400,0
374806,60705,08/14/01,Y,08/31/01,2000,9192.22,114.9,0,0
459348,60713,08/20/01,Y,03/25/02,2000,677.29,67.73,0,0
504556,60714,08/09/01,Y,03/29/02,2000,587.29,58.73,0,0
1095340,60715,11/09/00,N,,1999,27.93,,0,0
411370,60716,08/09/01,Y,10/12/01,2000,624.89,23.43,0,0
501654,60728,08/01/01,Y,02/28/02,2000,387.78,33.93,0,0
215724,60729,08/01/01,Y,11/26/03,2000,1013.47,354.71,0,0
215724,60729,08/07/02,Y,11/26/03,2001,1520.55,304.11,0,0
215724,60729,08/01/03,Y,11/26/03,2002,1519.85,75.99,0,350
215732,60730,11/13/01,Y,11/26/03,2000,666.31,208.22,0,0
215732,60730,08/27/02,Y,11/26/03,2001,1025.91,205.18,0,0
215732,60730,11/03/03,Y,11/26/03,2002,1055.05,13.19,0,0
215759,60731,11/09/00,N,11/26/03,1999,,,300,0
215759,60731,08/09/01,Y,11/26/03,2000,7636.56,2672.8,0,0
215759,60731,08/13/02,Y,11/26/03,2001,7491.65,1498.33,0,0
215759,60731,08/01/03,Y,11/26/03,2002,7488.2,374.41,0,0
215767,60732,08/30/01,Y,11/26/03,2000,825.76,289.02,0,0
215767,60732,08/20/02,Y,11/26/03,2001,1143.25,228.65,0,0
215767,60732,08/28/03,Y,11/26/03,2002,1142.73,57.14,0,350
643556,60733,08/30/01,Y,02/27/04,2000,3552.55,1376.61,0,0
643556,60733,08/20/02,Y,02/27/04,2001,3982.16,945.76,0,0
643556,60733,08/28/03,Y,02/27/04,2002,3980.32,348.28,0,350
246689,60741,08/22/01,Y,12/21/01,2000,240.23,15.01,0,0
246697,60742,08/20/01,Y,12/21/01,2000,240.23,15.01,0,0
532720,60748,08/14/01,Y,03/21/02,2000,877.23,87.72,0,0
497126,60749,08/09/01,Y,03/25/02,2000,763.17,76.32,0,0
685666,60751,08/29/01,Y,05/09/02,2000,1090.04,136.26,0,0
596477,60754,11/09/00,N,02/28/01,1999,,,400,0
1164589,60755,08/10/01,Y,03/11/02,2000,1215.86,121.59,0,0
774715,60757,08/20/01,Y,06/12/02,2000,1712.7,235.5,0,0
1552929,60758,09/24/01,Y,01/29/02,2000,1384.97,86.56,0,0
51799,60759,08/22/01,Y,11/08/01,2000,2852.1,142.61,0,0
1093347,60760,08/20/01,Y,02/28/02,2000,796.84,69.72,0,0
403962,60763,08/24/01,Y,07/23/03,2000,1044.8,313.44,0,0
403962,60763,08/27/02,Y,07/23/03,2001,1117.88,167.68,0,0
1266918,60778,08/30/01,Y,08/29/02,2000,2438.51,396.26,0,0
1266926,60779,08/13/01,Y,08/29/02,2000,2438.51,396.26,0,0
1266934,60780,10/30/01,Y,08/29/02,2000,2495.3,343.1,0,0
1266934,60780,08/20/02,Y,08/29/02,2001,2392.55,29.91,0,0
1266942,60781,10/30/01,Y,08/29/02,2000,2495.3,343.1,0,0
1266942,60781,08/20/02,Y,08/29/02,2001,2392.55,29.91,0,0
1266969,60782,08/14/01,Y,08/29/02,2000,2438.51,396.26,0,0
1266969,60782,08/07/02,Y,08/29/02,2001,2392.55,29.91,0,0
1266977,60783,08/31/01,Y,08/29/02,2000,2438.51,396.26,0,0
1266985,60784,08/27/01,Y,08/29/02,2000,2438.51,396.26,0,0
1179209,60786,08/31/01,Y,08/26/03,2000,315.81,98.69,0,0
1179209,60786,08/30/02,Y,08/26/03,2001,10.62,1.73,0,0
471135,60791,08/24/01,Y,02/13/03,2000,1635.95,388.54,0,0
471135,60791,10/02/02,Y,02/13/03,2001,2131.41,133.21,0,0
587338,60792,09/19/01,Y,10/22/02,2000,1256.64,219.91,0,0
587338,60792,08/27/02,Y,10/22/02,2001,1396.64,52.37,0,0
133736,60798,08/28/01,Y,08/29/01,2000,1480.82,18.51,0,0
630403,60799,08/17/01,Y,10/05/06,2000,520.06,409.55,0,0
630403,60799,08/20/02,Y,10/05/06,2001,632.48,403.21,0,0
630403,60799,08/28/03,Y,10/05/06,2002,625.85,305.1,0,0
630403,60799,08/19/04,Y,10/05/06,2003,610.13,205.92,0,0
630403,60799,08/04/05,Y,10/05/06,2004,576.98,108.18,0,0
706248,60804,08/30/01,Y,01/31/03,2000,1078.28,242.61,0,0
706248,60804,09/16/02,Y,01/31/03,2001,1184.1,74.01,0,0
1431641,60805,08/20/01,Y,07/31/03,2000,16.16,4.85,0,0
1432028,60810,08/31/01,Y,07/31/03,2000,16.16,4.85,0,0
1432010,60811,08/31/01,Y,07/31/03,2000,16.16,4.85,0,0
192279,60819,11/09/00,N,12/11/00,1999,,,400,0
1264702,60821,08/14/01,Y,06/13/02,2000,1192.32,163.94,0,0
582581,60823,08/01/01,Y,10/28/04,2000,1186.11,578.23,0,0
582581,60823,09/24/02,Y,10/28/04,2001,1856.15,603.25,0,0
582581,60823,08/26/03,Y,10/28/04,2002,1832.07,343.51,0,0
582581,60823,09/30/04,Y,10/28/04,2003,2263.27,56.58,0,0
582573,60824,08/01/01,Y,10/28/04,2000,1186.11,578.23,0,0
582573,60824,09/24/02,Y,10/28/04,2001,1856.15,603.25,0,0
582573,60824,08/26/03,Y,10/28/04,2002,1832.07,343.51,0,0
582573,60824,09/30/04,Y,10/28/04,2003,2737.37,68.43,0,0
211605,60827,08/01/01,Y,09/27/01,2000,912.86,22.82,0,0
179361,60831,08/22/01,Y,12/13/01,2000,820.38,51.27,0,0
1326414,60832,08/30/01,Y,10/31/01,2000,1570.48,58.89,0,0
1326473,60833,08/30/01,Y,10/31/01,2000,2621.67,98.31,0,0
1326481,60834,08/17/01,Y,10/31/01,2000,2621.67,98.31,0,0
1326627,60836,08/30/01,Y,10/31/01,2000,1570.48,58.89,0,0
1326678,60838,08/21/01,Y,10/31/01,2000,1570.48,58.89,0,0
1326694,60839,08/27/01,Y,10/31/01,2000,2621.67,98.31,0,0
147656,60840,08/27/01,Y,11/22/02,2000,1043.82,208.76,0,0
147656,60840,08/22/02,Y,11/22/02,2001,1630.69,81.53,0,0
625655,60844,08/02/01,Y,08/15/02,2000,895.49,145.52,0,0
39292,60848,08/06/01,Y,10/16/01,2000,1342.96,50.36,0,0
57347,60849,08/31/01,Y,10/16/01,2000,1094.99,41.06,0,0
424803,60852,08/02/01,Y,10/31/03,2000,131.61,44.42,0,0
424803,60852,08/05/02,Y,10/31/03,2001,188.05,35.26,0,0
424803,60852,08/05/03,Y,10/31/03,2002,186.27,6.99,0,0
644994,60853,10/19/01,Y,12/31/01,2000,1081.63,40.56,0,0
477478,60854,08/29/01,Y,09/12/01,2000,1094.91,27.37,0,0
201308,60855,11/09/00,N,07/31/01,1999,,,250,0
432997,60865,08/07/01,Y,07/31/12,2000,15.48,25.54,0,0
432997,60865,08/29/02,Y,07/31/12,2001,20.3,30.45,0,0
432997,60865,08/28/03,Y,07/31/12,2002,20.18,27.24,0,0
432997,60865,08/31/04,Y,07/31/12,2003,19.96,23.95,0,0
432997,60865,08/31/05,Y,07/31/12,2004,19.39,20.36,0,0
432997,60865,08/28/06,Y,07/31/12,2005,19.09,17.18,0,0
432997,60865,09/19/07,Y,07/31/12,2006,19.63,14.48,0,0
1125842,60866,11/09/00,N,,1999,21.13,,0,0
1565885,60867,08/23/01,Y,04/30/02,2000,3101.94,348.97,0,0
1060082,60872,08/03/01,Y,11/30/01,2000,1855.66,92.78,0,0
1512455,60874,11/09/00,N,12/18/00,1999,,,250,0
491772,60876,11/09/00,N,08/03/01,1999,,,275,0
223930,60879,08/28/01,Y,03/11/02,2000,112.66,11.27,0,0
15326,60880,08/22/01,Y,01/28/02,2000,711.92,53.39,0,0
1479954,60881,08/22/01,Y,08/02/02,2000,1540.73,250.37,0,0
416932,60883,08/23/01,Y,10/08/04,2000,920.83,448.9,0,0
416932,60883,08/13/02,Y,10/08/04,2001,1055.91,356.37,0,0
416932,60883,08/18/03,Y,10/08/04,2002,1046.22,196.17,0,0
426954,60885,08/08/01,Y,01/31/03,2000,131.61,29.61,0,0
426954,60885,08/13/02,Y,01/31/03,2001,185.54,13.92,0,0
1306669,60907,08/29/01,Y,10/16/01,2000,775.15,29.07,0,0
658863,60911,08/31/01,Y,03/12/04,2000,1499.34,599.74,0,0
658863,60911,08/16/02,Y,03/12/04,2001,1564.64,391.16,0,0
658863,60911,08/11/03,Y,03/12/04,2002,1563.91,156.39,0,350
626937,60912,08/31/01,Y,09/30/02,2000,547.5,95.81,0,0
626937,60912,08/16/02,Y,09/30/02,2001,909.94,22.75,0,0
1127233,60913,10/01/01,Y,09/30/02,2000,863.23,129.48,0,0
1127233,60913,08/22/02,Y,09/30/02,2001,1928.53,48.21,0,0
1556649,60917,09/24/01,Y,09/28/01,2000,3426.92,42.84,0,0
1556665,60919,08/29/01,Y,09/28/01,2000,18.42,0.46,0,0
1556886,60921,08/29/01,Y,09/28/01,2000,1293,32.33,0,0
1556908,60923,08/29/01,Y,09/28/01,2000,1293,32.33,0,0
1557041,60924,08/29/01,Y,09/28/01,2000,3394.33,84.86,0,0
1557050,60925,08/15/01,Y,09/28/01,2000,3394.33,84.86,0,0
1557068,60926,08/31/01,Y,09/28/01,2000,1548.38,38.71,0,0
634042,60932,08/09/01,Y,11/01/01,2000,1427.61,71.38,0,0
1147404,60933,11/09/00,N,,1999,27.32,,0,0
272671,60934,08/07/01,Y,03/26/02,2000,371.49,37.15,0,0
703648,60935,08/31/01,Y,02/21/03,2000,196.25,46.61,0,0
703648,60935,08/02/02,Y,02/21/03,2001,427.72,37.43,0,0
703702,60936,08/21/01,Y,02/21/03,2000,196.25,46.61,0,0
703702,60936,08/28/02,Y,02/21/03,2001,422.72,36.99,0,0
158321,60937,08/29/01,Y,02/21/03,2000,190.92,45.34,0,0
158321,60937,08/28/02,Y,02/21/03,2001,470.67,41.18,0,0
434159,60938,11/09/00,N,12/21/00,1999,,,400,0
414808,60939,08/07/01,Y,02/21/02,2000,374.23,32.75,0,0
445193,60942,08/28/01,Y,09/14/01,2000,3334.37,83.36,0,0
1176455,60944,08/01/01,Y,11/26/01,2000,2733.67,136.68,0,0
1256475,60945,08/01/01,Y,06/25/03,2000,1392.95,400.47,0,0
1256475,60945,08/07/02,Y,06/25/03,2001,1697.49,233.4,0,0
485144,60949,08/30/01,Y,12/05/02,2000,617.64,131.25,0,0
485144,60949,08/20/02,Y,12/05/02,2001,942.98,58.94,0,0
376671,60952,08/07/01,Y,12/10/04,2000,606.8,310.99,0,0
376671,60952,08/06/02,Y,12/10/04,2001,1563.89,566.91,0,0
376671,60952,08/28/03,Y,12/10/04,2002,1549.51,329.27,0,0
376671,60952,08/30/04,Y,12/10/04,2003,1709.11,106.82,0,350
1273558,60953,11/09/00,N,,1999,25.16,,0,0
1273558,60953,08/13/01,Y,,2000,15.87,,0,0
1273558,60953,08/30/02,Y,,2001,18.09,,0,0
1273558,60953,08/01/03,Y,,2002,17.96,,0,0
1273558,60953,08/11/04,Y,,2003,17.68,,0,0
1273558,60953,08/04/05,Y,,2004,149.21,,0,0
1273558,60953,08/30/06,Y,,2005,16.7,,0,0
1273558,60953,08/07/07,Y,,2006,17.16,,0,0
1273558,60953,08/27/08,Y,,2007,16.89,,0,0
1273558,60953,08/31/09,Y,,2008,16.82,,0,0
1273558,60953,08/26/10,Y,,2009,16.94,,0,0
1273558,60953,10/24/11,Y,,2010,27.19,,0,0
1273558,60953,08/06/12,Y,,2011,17.04,,0,0
1273558,60953,10/30/13,Y,,2012,27.05,,0,0
1507478,60954,11/09/00,N,08/31/01,1999,,,300,0
1366556,60957,08/27/01,Y,09/28/01,2000,587.29,14.68,0,0
196312,60959,08/14/01,Y,07/31/02,2000,20.72,3.11,0,0
152196,60962,08/01/01,Y,03/27/07,2000,11.13,9.46,0,0
152196,60962,08/09/02,Y,03/27/07,2001,11.09,7.76,0,0
152196,60962,08/28/03,Y,03/27/07,2002,11.08,6.09,0,0
15393,60964,08/20/01,Y,09/30/05,2000,760.03,475.02,0,0
15393,60964,08/12/02,Y,09/30/05,2001,911.01,432.73,0,0
15393,60964,08/04/03,Y,09/30/05,2002,910.58,295.94,0,0
331767,60967,08/01/01,Y,04/09/02,2000,19.56,2.2,0,0
286443,60972,08/23/01,Y,07/28/03,2000,172.1,51.63,0,0
286443,60972,08/06/02,Y,07/28/03,2001,237.23,35.58,0,0
1475738,60973,08/01/01,Y,08/26/02,2000,646.56,105.07,0,0
1475738,60973,08/01/02,Y,08/26/02,2001,1542.88,19.29,0,0
291536,60974,08/08/01,Y,11/19/02,2000,1065.79,213.16,0,0
291536,60974,08/20/02,Y,11/19/02,2001,1878.75,93.94,0,0
141500,60975,08/29/01,Y,07/28/03,2000,897.67,269.3,0,0
141500,60975,08/28/02,Y,07/28/03,2001,1436.66,215.5,0,0
1519921,60976,08/29/01,Y,06/27/03,2000,1298.3,373.26,0,0
1519921,60976,08/28/02,Y,06/27/03,2001,1403.79,193.02,0,0
207713,60977,11/09/00,N,01/08/02,1999,,,475,0
1301462,60979,11/09/00,N,07/30/01,1999,,,425,0
1587743,60985,08/15/01,Y,05/21/02,2000,169.75,21.22,0,0
502154,60987,08/20/01,Y,08/30/01,2000,542.36,6.78,0,0
1554557,60993,08/31/01,Y,11/21/08,2000,11.13,12.24,0,0
1554557,60993,08/01/02,Y,11/21/08,2001,11.09,10.54,0,0
1554557,60993,08/26/03,Y,11/21/08,2002,11.08,8.86,0,0
1554557,60993,08/09/04,Y,11/21/08,2003,11.09,7.21,0,0
1554557,60993,08/24/05,Y,11/21/08,2004,11.1,5.55,0,0
1554557,60993,08/08/06,Y,11/21/08,2005,11.09,3.88,0,0
1554557,60993,09/24/07,Y,11/21/08,2006,11.17,2.09,0,0
1554557,60993,09/17/08,Y,11/21/08,2007,11.15,0.42,0,0
146692,60996,10/22/01,Y,02/22/02,2000,1328.29,83.02,0,0
697893,60997,08/24/01,Y,02/12/03,2000,767.58,182.3,0,0
697893,60997,08/27/02,Y,02/12/03,2001,1052.22,92.07,0,0
464511,60999,08/07/01,Y,10/17/02,2000,688.12,129.02,0,0
464511,60999,08/07/02,Y,10/17/02,2001,687.17,25.77,0,0
256226,61000,11/09/00,N,,1999,26.04,,0,0
256226,61000,08/01/01,Y,,2000,17.56,,0,0
256226,61000,08/09/02,Y,,2001,17.39,,0,0
256226,61000,08/28/03,Y,,2002,17.39,,0,0
1587744,61013,08/20/01,Y,05/21/02,2000,150.26,18.78,0,0
1093070,61014,08/23/01,Y,11/25/02,2000,663.82,132.76,0,0
1093070,61014,08/26/02,Y,11/25/02,2001,957.27,47.86,0,0
1427156,61016,08/14/01,Y,08/30/01,2000,11.13,0.14,0,0
278084,61017,08/29/01,Y,04/29/03,2000,329.88,86.59,0,0
278084,61017,08/30/02,Y,04/29/03,2001,614.44,69.12,0,0
1323067,61018,08/31/01,Y,04/29/03,2000,54.51,14.31,0,0
1323067,61018,08/02/02,Y,04/29/03,2001,60.22,6.77,0,0
280798,61020,08/30/01,Y,08/31/01,2000,304.69,3.81,0,0
1413490,61021,08/22/01,Y,03/29/02,2000,1370.72,137.07,0,0
232475,61027,08/09/01,Y,12/14/01,2000,542.68,33.92,0,0
233757,61028,08/09/01,Y,08/31/01,2000,352.86,4.41,0,0
498521,61029,08/13/01,Y,08/20/01,2000,20.5,0.26,0,0
1482700,61030,08/07/01,Y,08/20/01,2000,22.64,0.28,0,0
217107,61031,10/30/01,Y,04/16/02,2000,2100.72,183.81,0,0
427748,61042,08/03/01,Y,06/20/03,2000,291.4,83.78,0,0
427748,61042,08/21/02,Y,06/20/03,2001,288.83,39.71,0,0
1176129,61043,11/09/00,N,11/15/02,1999,,,275,0
10090,61045,09/19/01,Y,08/29/03,2000,473.03,141.91,0,0
10090,61045,08/27/02,Y,08/29/03,2001,558.77,90.8,0,0
174190,61046,10/09/01,Y,11/28/03,2000,1062.77,345.4,0,0
174190,61046,08/27/02,Y,11/28/03,2001,1101.65,220.33,0,0
174190,61046,08/07/03,Y,11/28/03,2002,1101.15,55.06,0,350
533084,61048,08/20/01,Y,11/02/01,2000,294.96,14.75,0,0
528927,61050,08/03/01,Y,09/28/01,2000,762.21,19.06,0,0
1039415,61058,08/14/01,Y,09/24/01,2000,712.31,17.81,0,0
606413,61059,10/29/01,Y,07/30/02,2000,387.39,48.42,0,0
1404814,61062,08/30/01,Y,01/31/02,2000,1886,141.45,0,0
739103,61063,08/01/01,Y,12/17/02,2000,334.47,71.07,0,0
739103,61063,08/09/02,Y,12/17/02,2001,456.03,28.5,0,0
1142186,61082,08/31/01,Y,01/27/03,2000,1413.58,318.06,0,0
1142186,61082,09/27/02,Y,01/27/03,2001,1834.87,114.68,0,0
272582,61084,10/29/01,Y,12/12/01,2000,388.53,14.57,0,0
137863,61086,08/29/01,Y,03/19/02,2000,334.47,33.45,0,0
747084,61087,08/29/01,Y,01/29/04,2000,1419.8,532.43,0,0
747084,61087,08/30/02,Y,01/29/04,2001,1511.24,340.03,0,0
747084,61087,08/29/03,Y,01/29/04,2002,1496.84,112.26,0,350
208400,61090,10/30/01,Y,03/04/04,2000,1751.84,656.94,0,0
